Wall time,Step,Value
1727165562.9438796,0,1.4595197439193726
1727165867.3446314,1,0.3219781219959259
1727166172.556824,2,0.1299547702074051
1727166476.2772331,3,0.06742293387651443
1727166781.04885,4,0.06384046375751495
1727167086.9235005,5,0.04799874871969223
1727167391.1732907,6,0.05303952842950821
1727167696.5077147,7,0.04502334073185921
1727168001.3987856,8,0.055911947041749954
1727168383.147164,9,0.026302840560674667
1727168883.9533062,10,0.03810335323214531
1727169573.2440553,11,0.03783082589507103
1727169938.9710643,12,0.017345745116472244
1727170240.6571429,13,0.040896616876125336
1727170544.6617706,14,0.015624433755874634
1727170850.9957678,15,0.03085401840507984
1727171153.1483989,16,0.01822245866060257
1727171451.6690412,17,0.028068404644727707
1727171751.3628535,18,0.017232704907655716
1727172052.8300776,19,0.019140886142849922
1727172357.1134644,20,0.018641291186213493
1727172660.905861,21,0.01563955657184124
1727172964.625146,22,0.015604882501065731
1727173268.6598952,23,0.0184546560049057
1727173573.0357444,24,0.01902962662279606
1727173916.6756325,25,0.00955983903259039
1727174617.1035812,26,0.012106859125196934
1727175327.216528,27,0.011672917753458023
1727176016.5032818,28,0.019454138353466988
1727176697.0243871,29,0.02144772559404373
1727177279.785818,30,0.012738242745399475
1727177617.0549252,31,0.01465051993727684
1727177921.0681934,32,0.01668967492878437
1727178225.5827742,33,0.02176656760275364
1727178531.9399812,34,0.005556618329137564
1727178836.7467895,35,0.014471265487372875
1727179142.2745903,36,0.017566446214914322
1727179447.021149,37,0.012793575413525105
1727179751.4404404,38,0.011155073530972004
1727180056.8388505,39,0.021985532715916634
1727180363.3113258,40,0.0018509404035285115
1727180666.3576543,41,0.011210954748094082
1727180968.6028137,42,0.019518831744790077
1727181270.3465219,43,0.02279946766793728
1727181574.168291,44,0.006016240455210209
1727181876.0227525,45,0.014563585631549358
1727182178.6241558,46,0.008340119384229183
1727182481.9721248,47,0.009656712412834167
1727182786.157211,48,0.019790250808000565
1727183088.727825,49,0.01188560388982296
1727183393.016309,50,0.015376109629869461
1727183696.403406,51,0.005556258838623762
1727183998.460287,52,0.01856137439608574
1727184301.29591,53,0.01462480891495943
1727184602.8840098,54,0.0010908374097198248
1727184905.9638793,55,0.02822384424507618
1727185213.1565607,56,0.0015570231480523944
1727185514.3707576,57,0.018961293622851372
1727185815.4978065,58,0.005000905599445105
1727186117.8987808,59,0.015880074352025986
1727186420.8118508,60,0.021341510117053986
1727186722.5754406,61,0.014519304037094116
1727187025.4093447,62,0.016191894188523293
1727187328.1422012,63,0.008660854771733284
1727187630.551203,64,0.023984871804714203
1727187932.3601778,65,0.0030665271915495396
1727188235.3317387,66,0.010320847854018211
1727188537.3152797,67,0.01086702011525631
1727188839.6413145,68,0.019006578251719475
1727189142.1964107,69,0.007128460798412561
1727189444.661227,70,0.01449771411716938
1727189746.95708,71,0.01518038846552372
1727190048.0411541,72,0.02071571536362171
1727190349.1620288,73,0.014387168921530247
1727190650.8144915,74,0.022021884098649025
1727190953.6771548,75,0.02302614413201809
1727191256.2925465,76,0.016929257661104202
1727191558.575408,77,0.024716785177588463
1727191860.4977229,78,0.008281339891254902
1727192162.2053955,79,0.009092479012906551
1727192464.276102,80,0.02319668047130108
1727192766.9592512,81,0.010305876843631268
1727193068.4820793,82,0.02106858417391777
1727193372.3044136,83,0.031001532450318336
1727193676.8787725,84,0.006992718204855919
1727193981.0966988,85,0.025250475853681564
1727194285.3257334,86,0.009747758507728577
1727194589.3197808,87,0.03140697628259659
1727194893.917085,88,0.01071155071258545
1727195208.0248237,89,0.031693242490291595
1727195519.1439316,90,0.015348938293755054
1727195829.04164,91,0.023409949615597725
1727196138.4723642,92,0.007202599197626114
1727196446.560368,93,0.023657970130443573
1727196754.0327132,94,0.014377227053046227
1727197060.359061,95,0.04161389544606209
1727197369.8929045,96,0.005071037914603949
1727197678.9615443,97,0.025245031341910362
1727197985.9504666,98,0.024585776031017303
1727198293.818701,99,0.018472762778401375
